Front_HalfShaft Trq [Nm]	Rear_HalfShaft_Trq [Nm]
2088.978853	2088.978853
2059.911368	2059.911368
2023.929811	2023.929811
1999.505035	1999.505035
1988.47734	1988.47734
1977.014819	1977.014819
1970.493648	1970.493648
1976.415369	1976.415369
1985.566492	1985.566492
1981.221487	1981.221487
1970.788052	1970.788052
1959.888675	1959.888675
1956.333908	1956.333908
1959.823577	1959.823577
1968.776861	1968.776861
1983.905184	1983.905184
2005.748203	2005.748203
2031.719887	2031.719887
2053.387673	2053.387673
2068.913866	2068.913866
2074.855732	2074.855732
2075.490461	2075.490461
2073.494006	2073.494006
2090.287655	2090.287655
2121.791249	2121.791249
2176.445908	2176.445908
2223.846853	2223.846853
2251.894123	2251.894123
2256.366512	2256.366512
2242.299541	2242.299541
2230.698846	2230.698846
2238.102455	2238.102455
2260.130666	2260.130666
2291.448766	2291.448766
2323.841389	2323.841389
2351.742133	2351.742133
2371.55705	2371.55705
2383.316045	2383.316045
2396.410264	2396.410264
2410.211231	2410.211231
2419.256976	2419.256976
2423.594624	2423.594624
2426.017344	2426.017344
2427.814934	2427.814934
2427.471836	2427.471836
2422.288029	2422.288029
2424.756769	2424.756769
2432.587144	2432.587144
2440.639356	2440.639356
2443.179392	2443.179392
2432.722321	2432.722321
2416.31823	2416.31823
2409.424442	2409.424442
2408.806232	2408.806232
2405.279038	2405.279038
2401.835205	2401.835205
2404.12242	2404.12242
2406.472373	2406.472373
2403.33609	2403.33609
2398.661854	2398.661854
2391.851875	2391.851875
2388.67934	2388.67934
2395.002412	2395.002412
2401.637679	2401.637679
2400.756992	2400.756992
2392.879328	2392.879328
2388.365965	2388.365965
2389.267149	2389.267149
2392.682396	2392.682396
2396.858973	2396.858973
2399.650558	2399.650558
2406.531186	2406.531186
2422.483607	2422.483607
2447.935553	2447.935553
2469.311032	2469.311032
2494.807638	2494.807638
2527.06291	2527.06291
2556.825726	2556.825726
2582.751841	2582.751841
2604.307342	2604.307342
2623.327512	2623.327512
2638.902905	2638.902905
2650.581772	2650.581772
2663.534601	2663.534601
2684.06099	2684.06099
2713.526702	2713.526702
2740.790824	2740.790824
2768.127192	2768.127192
2786.59134	2786.59134
2802.72991	2802.72991
2819.196291	2819.196291
2847.412022	2847.412022
2881.700049	2881.700049
2908.418774	2908.418774
2925.295542	2925.295542
2934.150086	2934.150086
2930.211627	2930.211627
2913.19724	2913.19724
2895.416806	2895.416806
2891.157208	2891.157208
2900.737972	2900.737972
2916.401267	2916.401267
2935.30258	2935.30258
2952.051737	2952.051737
2963.346866	2963.346866
2960.721788	2960.721788
2937.287763	2937.287763
2901.442768	2901.442768
2874.456679	2874.456679
2868.020185	2868.020185
2875.073783	2875.073783
2883.106047	2883.106047
2883.117492	2883.117492
2883.073161	2883.073161
2871.313703	2871.313703
2846.052209	2846.052209
2819.297445	2819.297445
2801.85816	2801.85816
2790.963324	2790.963324
2791.071773	2791.071773
2794.080707	2794.080707
2790.007654	2790.007654
2778.259042	2778.259042
2760.627193	2760.627193
2735.22011	2735.22011
2701.830734	2701.830734
2670.109949	2670.109949
2649.947477	2649.947477
2628.715485	2628.715485
2599.367493	2599.367493
2563.844618	2563.844618
2522.906923	2522.906923
2490.120961	2490.120961
2451.549207	2451.549207
2421.981494	2421.981494
2390.733396	2390.733396
2358.577339	2358.577339
2331.748616	2331.748616
2309.291237	2309.291237
2287.28873	2287.28873
2261.846621	2261.846621
2229.535052	2229.535052
2187.433283	2187.433283
2139.675059	2139.675059
2096.805386	2096.805386
2054.036797	2054.036797
2007.153657	2007.153657
1967.054024	1967.054024
1934.496301	1934.496301
1911.787753	1911.787753
1890.108959	1890.108959
1861.474362	1861.474362
1839.762847	1839.762847
1815.771689	1815.771689
1791.710502	1791.710502
1769.142783	1769.142783
1751.672189	1751.672189
1739.442702	1739.442702
1732.990813	1732.990813
1725.084725	1725.084725
1718.816406	1718.816406
1712.722538	1712.722538
1700.496153	1700.496153
1672.787977	1672.787977
1642.081817	1642.081817
1627.800489	1627.800489
1626.202212	1626.202212
1623.075705	1623.075705
1610.417894	1610.417894
1589.288204	1589.288204
1570.465954	1570.465954
1563.234164	1563.234164
1563.750388	1563.750388
1565.661939	1565.661939
1566.859279	1566.859279
1563.206985	1563.206985
1554.48679	1554.48679
1543.90378	1543.90378
1530.423797	1530.423797
1503.528757	1503.528757
1481.237046	1481.237046
1462.765119	1462.765119
1447.345627	1447.345627
1434.061401	1434.061401
1420.271525	1420.271525
1407.993755	1407.993755
1397.926838	1397.926838
1392.273266	1392.273266
1386.399787	1386.399787
1378.997796	1378.997796
1393.127389	1393.127389
1411.217896	1411.217896
1411.945968	1411.945968
1395.26864	1395.26864
1387.403493	1387.403493
1385.351883	1385.351883
1341.1676	1341.1676
1285.443576	1285.443576
1257.964111	1257.964111
1261.341813	1261.341813
1274.564323	1274.564323
1284.999498	1284.999498
1288.311759	1288.311759
1279.92304	1279.92304
1272.77034	1272.77034
1271.568692	1271.568692
1274.292262	1274.292262
1281.910025	1281.910025
1295.176207	1295.176207
1310.588032	1310.588032
1329.720632	1329.720632
1339.869575	1339.869575
1341.924465	1341.924465
1343.732322	1343.732322
1347.089889	1347.089889
1352.48605	1352.48605
1350.07226	1350.07226
1343.022142	1343.022142
1338.82021	1338.82021
1334.700418	1334.700418
1330.935433	1330.935433
1324.928679	1324.928679
1310.654628	1310.654628
1283.343345	1283.343345
1242.699309	1242.699309
1202.536054	1202.536054
1173.268713	1173.268713
1155.006839	1155.006839
1152.005931	1152.005931
1151.320464	1151.320464
1137.000587	1137.000587
1118.547669	1118.547669
1107.818648	1107.818648
1100.567859	1100.567859
1088.24605	1088.24605
1064.312034	1064.312034
1028.720213	1028.720213
987.8903047	987.8903047
962.1268947	962.1268947
951.7498911	951.7498911
949.2740928	949.2740928
944.7611388	944.7611388
940.1986778	940.1986778
937.1417216	937.1417216
937.208325	937.208325
939.3008562	939.3008562
940.3478006	940.3478006
941.1921691	941.1921691
943.3191637	943.3191637
942.7309581	942.7309581
946.8168859	946.8168859
951.4913855	951.4913855
949.8239118	949.8239118
949.3405545	949.3405545
943.821397	943.821397
943.121247	943.121247
948.2486566	948.2486566
956.3873263	956.3873263
960.9169582	960.9169582
964.2175192	964.2175192
975.5716982	975.5716982
986.1917689	986.1917689
993.6700699	993.6700699
1002.344812	1002.344812
1011.966372	1011.966372
1035.203144	1035.203144
1054.74233	1054.74233
1061.196242	1061.196242
1065.733986	1065.733986
1077.378016	1077.378016
1097.107088	1097.107088
1124.711575	1124.711575
1145.894424	1145.894424
1153.861972	1153.861972
1156.809187	1156.809187
1162.095	1162.095
1168.888654	1168.888654
1175.384714	1175.384714
1180.839303	1180.839303
1185.404837	1185.404837
1201.779066	1201.779066
1218.647943	1218.647943
1218.535137	1218.535137
1203.296495	1203.296495
1189.860249	1189.860249
1186.86176	1186.86176
1194.12808	1194.12808
1204.4768	1204.4768
1206.652294	1206.652294
1201.631876	1201.631876
1194.944753	1194.944753
1182.275614	1182.275614
1181.996663	1181.996663
1211.406972	1211.406972
1255.728587	1255.728587
1290.814205	1290.814205
1309.108521	1309.108521
1337.690143	1337.690143
1386.309889	1386.309889
1427.378086	1427.378086
1448.753859	1448.753859
1454.880157	1454.880157
1453.183283	1453.183283
1454.006572	1454.006572
1463.727828	1463.727828
1483.221418	1483.221418
1505.722411	1505.722411
1528.38551	1528.38551
1543.851517	1543.851517
1555.203821	1555.203821
1558.742812	1558.742812
1556.603461	1556.603461
1555.432557	1555.432557
1563.998143	1563.998143
1570.676161	1570.676161
1572.092494	1572.092494
1564.565919	1564.565919
1561.240633	1561.240633
1568.195175	1568.195175
1570.223355	1570.223355
1571.801218	1571.801218
1575.456944	1575.456944
1579.648829	1579.648829
1591.655748	1591.655748
1600.755803	1600.755803
1631.436113	1631.436113
1672.332508	1672.332508
1701.807205	1701.807205
1721.526138	1721.526138
1730.120632	1730.120632
1729.610447	1729.610447
1725.605881	1725.605881
1713.0498	1713.0498
1690.136047	1690.136047
1668.489464	1668.489464
1654.045454	1654.045454
1642.703934	1642.703934
1638.846116	1638.846116
1645.429592	1645.429592
1652.715807	1652.715807
1655.246228	1655.246228
1655.914483	1655.914483
1661.076278	1661.076278
1662.257044	1662.257044
1659.584622	1659.584622
1654.694276	1654.694276
1654.046508	1654.046508
1659.922034	1659.922034
1668.978723	1668.978723
1680.020426	1680.020426
1693.466535	1693.466535
1711.619922	1711.619922
1713.153255	1713.153255
1705.212596	1705.212596
1704.546959	1704.546959
1719.040967	1719.040967
1743.758014	1743.758014
1768.359143	1768.359143
1790.835328	1790.835328
1804.354791	1804.354791
1819.350504	1819.350504
1836.34656	1836.34656
1850.795175	1850.795175
1862.366399	1862.366399
1872.776944	1872.776944
1881.092768	1881.092768
1887.243893	1887.243893
1894.767409	1894.767409
1907.246843	1907.246843
1922.584487	1922.584487
1935.302332	1935.302332
1942.163652	1942.163652
1942.397671	1942.397671
1940.970699	1940.970699
1937.610537	1937.610537
1936.821665	1936.821665
1943.439026	1943.439026
1952.611304	1952.611304
1956.150701	1956.150701
1956.292259	1956.292259
1951.983417	1951.983417
1950.21532	1950.21532
1953.020421	1953.020421
1957.488968	1957.488968
1970.915448	1970.915448
1993.785846	1993.785846
2017.529556	2017.529556
2035.19986	2035.19986
2045.830181	2045.830181
2054.50784	2054.50784
2063.269973	2063.269973
2074.545746	2074.545746
2090.463253	2090.463253
2105.371426	2105.371426
2105.315868	2105.315868
2080.854037	2080.854037
2037.907233	2037.907233
1994.284768	1994.284768
1970.785745	1970.785745
1960.608988	1960.608988
1962.704396	1962.704396
1969.291815	1969.291815
1973.05726	1973.05726
1971.793781	1971.793781
1963.343336	1963.343336
1957.425274	1957.425274
1955.501637	1955.501637
1951.121013	1951.121013
1943.801563	1943.801563
1934.969391	1934.969391
1919.972676	1919.972676
1905.539615	1905.539615
1893.849688	1893.849688
1895.39164	1895.39164
1905.065941	1905.065941
1911.145685	1911.145685
1908.006518	1908.006518
1899.676595	1899.676595
1891.150069	1891.150069
1882.261164	1882.261164
1871.312465	1871.312465
1859.70684	1859.70684
1851.776551	1851.776551
1850.824178	1850.824178
1859.681368	1859.681368
1869.252765	1869.252765
1869.258746	1869.258746
1857.776344	1857.776344
1831.460091	1831.460091
1793.642601	1793.642601
1759.619686	1759.619686
1731.844892	1731.844892
1712.055124	1712.055124
1689.700544	1689.700544
1665.080843	1665.080843
1641.498532	1641.498532
1637.465447	1637.465447
1642.272409	1642.272409
1640.133747	1640.133747
1633.927507	1633.927507
1622.68991	1622.68991
1608.433886	1608.433886
1603.800718	1603.800718
1609.580012	1609.580012
1616.857348	1616.857348
1608.414446	1608.414446
1584.929128	1584.929128
1559.473228	1559.473228
1543.384319	1543.384319
1531.86737	1531.86737
1517.507039	1517.507039
1502.693087	1502.693087
1490.794971	1490.794971
1483.916165	1483.916165
1480.976402	1480.976402
1483.601192	1483.601192
1494.476354	1494.476354
1506.882364	1506.882364
1515.178403	1515.178403
1509.823937	1509.823937
1498.932951	1498.932951
1490.089175	1490.089175
1493.047483	1493.047483
1506.44571	1506.44571
1523.299244	1523.299244
1539.363603	1539.363603
1548.357193	1548.357193
1551.944547	1551.944547
1550.752447	1550.752447
1557.592044	1557.592044
1565.729723	1565.729723
1576.90037	1576.90037
1584.779768	1584.779768
1584.208474	1584.208474
1576.678304	1576.678304
1562.907368	1562.907368
1539.301774	1539.301774
1514.436464	1514.436464
1492.661673	1492.661673
1466.774573	1466.774573
1432.086191	1432.086191
1400.215847	1400.215847
1376.032417	1376.032417
1363.828702	1363.828702
1356.404975	1356.404975
1345.154507	1345.154507
1335.157413	1335.157413
1326.626993	1326.626993
1323.331221	1323.331221
1337.583022	1337.583022
1374.627318	1374.627318
1422.6799	1422.6799
1457.835513	1457.835513
1466.706594	1466.706594
1457.963732	1457.963732
1444.277065	1444.277065
1432.217476	1432.217476
1430.752473	1430.752473
1445.967792	1445.967792
1472.916049	1472.916049
1502.605562	1502.605562
1527.618733	1527.618733
1548.014219	1548.014219
1562.171763	1562.171763
1564.220572	1564.220572
1567.444389	1567.444389
1574.17217	1574.17217
1589.155409	1589.155409
1605.750513	1605.750513
1618.4308	1618.4308
1626.357586	1626.357586
1627.903569	1627.903569
1628.862722	1628.862722
1630.253046	1630.253046
1641.399372	1641.399372
1651.64127	1651.64127
1642.222471	1642.222471
1627.309465	1627.309465
1613.002381	1613.002381
1608.638378	1608.638378
1611.113394	1611.113394
1617.625932	1617.625932
1627.366615	1627.366615
1649.5327	1649.5327
1674.398799	1674.398799
1696.223335	1696.223335
1703.432282	1703.432282
1696.358366	1696.358366
1693.026802	1693.026802
1698.207221	1698.207221
1710.869919	1710.869919
1730.707077	1730.707077
1753.835199	1753.835199
1781.988867	1781.988867
1807.51573	1807.51573
1823.100467	1823.100467
1835.409211	1835.409211
1848.831395	1848.831395
1860.863386	1860.863386
1873.454292	1873.454292
1892.664655	1892.664655
1913.491808	1913.491808
1934.595412	1934.595412
1958.722215	1958.722215
1982.161903	1982.161903
2001.305842	2001.305842
2012.891573	2012.891573
2023.425993	2023.425993
2038.231264	2038.231264
2063.744927	2063.744927
2097.7528	2097.7528
2126.959057	2126.959057
2150.388135	2150.388135
2174.072956	2174.072956
2196.885257	2196.885257
2215.394223	2215.394223
2226.359262	2226.359262
2230.867096	2230.867096
2245.544484	2245.544484
2281.8275	2281.8275
2316.933126	2316.933126
2333.764409	2333.764409
2338.851972	2338.851972
2329.101427	2329.101427
2313.798223	2313.798223
2286.245794	2286.245794
2255.857248	2255.857248
2212.980335	2212.980335
2170.588879	2170.588879
2137.192096	2137.192096
2114.45882	2114.45882
2095.77693	2095.77693
2074.225199	2074.225199
2051.344812	2051.344812
2012.89711	2012.89711
1960.92196	1960.92196
1913.364414	1913.364414
1881.250602	1881.250602
1868.690298	1868.690298
1871.656796	1871.656796
1876.675753	1876.675753
1875.031265	1875.031265
1871.698373	1871.698373
1875.345314	1875.345314
1885.79577	1885.79577
1893.838976	1893.838976
1900.721419	1900.721419
1909.80115	1909.80115
1926.09398	1926.09398
1946.576641	1946.576641
1965.762848	1965.762848
1976.15899	1976.15899
1976.372974	1976.372974
1956.477122	1956.477122
1912.585272	1912.585272
1855.650091	1855.650091
1815.021546	1815.021546
1801.810082	1801.810082
1798.45756	1798.45756
1796.787166	1796.787166
1792.400927	1792.400927
1781.033602	1781.033602
1751.199402	1751.199402
1706.399501	1706.399501
1659.368205	1659.368205
1617.970551	1617.970551
1584.337523	1584.337523
1562.050815	1562.050815
1550.14927	1550.14927
1538.778165	1538.778165
1523.219205	1523.219205
1503.601205	1503.601205
1485.135908	1485.135908
1475.325745	1475.325745
1481.561253	1481.561253
1495.899586	1495.899586
1507.930597	1507.930597
1513.506985	1513.506985
1509.313641	1509.313641
1505.277058	1505.277058
1508.141088	1508.141088
1510.746582	1510.746582
1517.225455	1517.225455
1521.301521	1521.301521
1526.053494	1526.053494
1527.304128	1527.304128
1526.506504	1526.506504
1508.558669	1508.558669
1491.006085	1491.006085
1473.992187	1473.992187
1462.063578	1462.063578
1467.220104	1467.220104
1471.867225	1471.867225
1474.781253	1474.781253
1478.03247	1478.03247
1500.562834	1500.562834
1524.62027	1524.62027
1537.041485	1537.041485
1558.482741	1558.482741
1598.282827	1598.282827
1636.086329	1636.086329
1665.561425	1665.561425
1692.782824	1692.782824
1718.372468	1718.372468
1738.901758	1738.901758
1751.517418	1751.517418
1758.620106	1758.620106
1768.30347	1768.30347
1779.782109	1779.782109
1784.649453	1784.649453
1783.43824	1783.43824
1780.059035	1780.059035
1780.126461	1780.126461
1782.099087	1782.099087
1784.147073	1784.147073
1792.629399	1792.629399
1832.444275	1832.444275
1866.21346	1866.21346
1879.528702	1879.528702
1877.312112	1877.312112
1873.055179	1873.055179
1859.717668	1859.717668
1821.71309	1821.71309
1785.416731	1785.416731
1765.921794	1765.921794
1769.079968	1769.079968
1782.334647	1782.334647
1791.913577	1791.913577
1799.715514	1799.715514
1802.419842	1802.419842
1810.724376	1810.724376
1825.226975	1825.226975
1842.43909	1842.43909
1853.342449	1853.342449
1856.595875	1856.595875
1862.387681	1862.387681
1873.993525	1873.993525
1899.578567	1899.578567
1939.448865	1939.448865
1973.408348	1973.408348
1993.272073	1993.272073
2002.576535	2002.576535
2013.910741	2013.910741
2031.673201	2031.673201
2054.185333	2054.185333
2071.561168	2071.561168
2079.343155	2079.343155
2080.051184	2080.051184
2078.760899	2078.760899
2084.159565	2084.159565
2086.230782	2086.230782
2089.269274	2089.269274
2095.182533	2095.182533
2096.843929	2096.843929
2092.172556	2092.172556
2085.05507	2085.05507
2085.031645	2085.031645
2092.169584	2092.169584
2106.800666	2106.800666
2122.197224	2122.197224
2131.926672	2131.926672
2146.375715	2146.375715
2166.153565	2166.153565
2183.305784	2183.305784
2194.340604	2194.340604
2202.409076	2202.409076
2214.731157	2214.731157
2225.514572	2225.514572
2231.741967	2231.741967
2238.249913	2238.249913
2241.271334	2241.271334
2240.235307	2240.235307
2229.425135	2229.425135
2219.253744	2219.253744
2217.175851	2217.175851
2207.616732	2207.616732
2195.099498	2195.099498
2178.019902	2178.019902
2161.687911	2161.687911
2148.471388	2148.471388
2136.230928	2136.230928
2127.925745	2127.925745
2122.151395	2122.151395
2112.230654	2112.230654
2099.935668	2099.935668
2087.340271	2087.340271
2080.175997	2080.175997
2073.505578	2073.505578
2060.84793	2060.84793
2046.305032	2046.305032
2033.782024	2033.782024
2025.437871	2025.437871
2018.259846	2018.259846
2008.933797	2008.933797
1998.408677	1998.408677
1986.803632	1986.803632
1979.357999	1979.357999
1980.787177	1980.787177
1982.229406	1982.229406
1964.43864	1964.43864
1948.287352	1948.287352
1939.414938	1939.414938
1917.24877	1917.24877
1888.277954	1888.277954
1870.019036	1870.019036
1859.403839	1859.403839
1852.195012	1852.195012
1839.730255	1839.730255
1847.726721	1847.726721
1865.896244	1865.896244
1875.374963	1875.374963
1879.000531	1879.000531
1880.88469	1880.88469
1883.783576	1883.783576
1886.787716	1886.787716
1884.188285	1884.188285
1878.773844	1878.773844
1871.981721	1871.981721
1866.411288	1866.411288
1831.201233	1831.201233
1800.93425	1800.93425
1791.007696	1791.007696
1795.811087	1795.811087
1800.529871	1800.529871
1807.79133	1807.79133
1812.912483	1812.912483
1813.385713	1813.385713
1817.986744	1817.986744
1820.172785	1820.172785
1815.080911	1815.080911
1806.793805	1806.793805
1794.848921	1794.848921
1783.733988	1783.733988
1770.768612	1770.768612
1753.422779	1753.422779
1738.573814	1738.573814
1725.994672	1725.994672
1718.170572	1718.170572
1707.263034	1707.263034
1678.357825	1678.357825
1633.540069	1633.540069
1595.489953	1595.489953
1571.52251	1571.52251
1557.289035	1557.289035
1546.075296	1546.075296
1520.239064	1520.239064
1479.466067	1479.466067
1440.402597	1440.402597
1413.222703	1413.222703
1393.368631	1393.368631
1380.117763	1380.117763
1369.30876	1369.30876
1353.991395	1353.991395
1339.08586	1339.08586
1321.883246	1321.883246
1305.907483	1305.907483
1295.850514	1295.850514
1292.676263	1292.676263
1289.997881	1289.997881
1283.239897	1283.239897
1283.12639	1283.12639
1282.153584	1282.153584
1279.147726	1279.147726
1274.506429	1274.506429
1257.735278	1257.735278
1240.781399	1240.781399
1231.190576	1231.190576
1227.307773	1227.307773
1223.833204	1223.833204
1223.461948	1223.461948
1221.07927	1221.07927
1218.290841	1218.290841
1214.661859	1214.661859
1189.672975	1189.672975
1164.668456	1164.668456
1149.458267	1149.458267
1136.906005	1136.906005
1137.54074	1137.54074
1146.855742	1146.855742
1152.809673	1152.809673
1151.949837	1151.949837
1147.741398	1147.741398
1148.236471	1148.236471
1150.186341	1150.186341
1151.198507	1151.198507
1155.462567	1155.462567
1161.92061	1161.92061
1165.272444	1165.272444
1167.680209	1167.680209
1174.886802	1174.886802
1191.174866	1191.174866
1210.133423	1210.133423
1218.759918	1218.759918
1219.155593	1219.155593
1225.565118	1225.565118
1240.075005	1240.075005
1251.114156	1251.114156
1247.912368	1247.912368
1232.250613	1232.250613
1208.794878	1208.794878
1182.040174	1182.040174
1159.584105	1159.584105
1140.006517	1140.006517
1124.425593	1124.425593
1116.52531	1116.52531
1112.586196	1112.586196
1107.133934	1107.133934
1097.46803	1097.46803
1087.130631	1087.130631
1057.573015	1057.573015
1003.5523	1003.5523
956.9111113	956.9111113
926.5885495	926.5885495
906.4465531	906.4465531
891.2300242	891.2300242
876.8765476	876.8765476
865.7947421	865.7947421
860.1253038	860.1253038
866.9938589	866.9938589
888.6755052	888.6755052
906.0157996	906.0157996
903.9817311	903.9817311
884.8559697	884.8559697
869.5761331	869.5761331
860.4742826	860.4742826
857.365455	857.365455
857.6029541	857.6029541
859.3516606	859.3516606
860.1743556	860.1743556
862.3366233	862.3366233
863.8606318	863.8606318
866.6004929	866.6004929
870.9170653	870.9170653
874.2766698	874.2766698
880.1523493	880.1523493
896.3169975	896.3169975
903.9357396	903.9357396
907.8165079	907.8165079
915.5808271	915.5808271
927.6234134	927.6234134
946.9183438	946.9183438
980.2075967	980.2075967
1013.09873	1013.09873
1036.876486	1036.876486
1053.131728	1053.131728
1061.905825	1061.905825
1068.974239	1068.974239
1082.033843	1082.033843
1091.055927	1091.055927
1097.999164	1097.999164
1105.319556	1105.319556
1109.680384	1109.680384
1111.850231	1111.850231
1105.097178	1105.097178
1066.58394	1066.58394
1022.789202	1022.789202
982.5392752	982.5392752
946.848256	946.848256
916.4684175	916.4684175
895.6069675	895.6069675
875.7898017	875.7898017
846.3355016	846.3355016
819.2750425	819.2750425
799.5341218	799.5341218
785.9663595	785.9663595
774.7209459	774.7209459
759.5594441	759.5594441
747.040307	747.040307
745.2207546	745.2207546
761.4291906	761.4291906
774.0136019	774.0136019
786.4948287	786.4948287
789.9077153	789.9077153
795.9483041	795.9483041
826.1105911	826.1105911
865.870479	865.870479
917.8561376	917.8561376
959.8642593	959.8642593
989.2929276	989.2929276
1001.499315	1001.499315
1025.853473	1025.853473
1054.288149	1054.288149
1072.504824	1072.504824
1083.681308	1083.681308
1091.559872	1091.559872
1097.875471	1097.875471
1100.615517	1100.615517
1107.338706	1107.338706
1118.817005	1118.817005
1125.863526	1125.863526
1125.161909	1125.161909
1132.368364	1132.368364
1147.013191	1147.013191
1158.894132	1158.894132
1160.036762	1160.036762
1155.968165	1155.968165
1153.392449	1153.392449
1150.520089	1150.520089
1158.694562	1158.694562
1176.091075	1176.091075
1177.838425	1177.838425
1172.96224	1172.96224
1172.795274	1172.795274
1177.856842	1177.856842
1181.087295	1181.087295
1181.818437	1181.818437
1181.627011	1181.627011
1182.439325	1182.439325
1185.384015	1185.384015
1189.956592	1189.956592
1210.012716	1210.012716
1244.327746	1244.327746
1274.239312	1274.239312
1291.831288	1291.831288
1298.051343	1298.051343
1298.89833	1298.89833
1302.181679	1302.181679
1307.992822	1307.992822
1312.944309	1312.944309
1305.481172	1305.481172
1284.271532	1284.271532
1269.354613	1269.354613
1266.628325	1266.628325
1268.704744	1268.704744
1267.832186	1267.832186
1270.123223	1270.123223
1270.44974	1270.44974
1267.577467	1267.577467
1265.906694	1265.906694
1262.608647	1262.608647
1251.397122	1251.397122
1241.067672	1241.067672
1239.201301	1239.201301
1245.931873	1245.931873
1254.445317	1254.445317
1262.494548	1262.494548
1266.072939	1266.072939
1264.531312	1264.531312
1255.943291	1255.943291
1246.183354	1246.183354
1237.35064	1237.35064
1230.026648	1230.026648
1223.334317	1223.334317
1211.541688	1211.541688
1201.34854	1201.34854
1189.302815	1189.302815
1135.374118	1135.374118
1080.239538	1080.239538
1046.861405	1046.861405
1030.024505	1030.024505
1019.768896	1019.768896
1003.606542	1003.606542
979.7506647	979.7506647
944.3110237	944.3110237
904.5787146	904.5787146
900.9638933	900.9638933
910.6458386	910.6458386
923.3467454	923.3467454
924.6906678	924.6906678
913.7694814	913.7694814
898.7359484	898.7359484
888.2248136	888.2248136
893.0602877	893.0602877
903.8283745	903.8283745
912.360129	912.360129
914.0987864	914.0987864
906.7581036	906.7581036
895.0169985	895.0169985
876.3117743	876.3117743
853.1306116	853.1306116
826.8188916	826.8188916
809.4029221	809.4029221
825.3751503	825.3751503
869.2722284	869.2722284
901.6736405	901.6736405
900.5136906	900.5136906
880.7038348	880.7038348
849.7303936	849.7303936
834.8521005	834.8521005
866.6012728	866.6012728
930.9673624	930.9673624
934.0612262	934.0612262
890.951956	890.951956
855.7564213	855.7564213
845.2724467	845.2724467
846.7000793	846.7000793
851.7361533	851.7361533
856.1335079	856.1335079
853.5545688	853.5545688
823.9874292	823.9874292
760.8014335	760.8014335
706.9152045	706.9152045
687.6203434	687.6203434
699.9480039	699.9480039
735.8101604	735.8101604
790.9793345	790.9793345
836.1539959	836.1539959
855.7699474	855.7699474
862.7090882	862.7090882
867.0463526	867.0463526
875.7687066	875.7687066
907.0562576	907.0562576
952.4436792	952.4436792
992.5955408	992.5955408
1025.777797	1025.777797
1058.687993	1058.687993
1088.302123	1088.302123
1110.077798	1110.077798
1131.076038	1131.076038
1151.276339	1151.276339
1168.369246	1168.369246
1183.148121	1183.148121
1192.255014	1192.255014
1198.87952	1198.87952
1214.010125	1214.010125
1236.239052	1236.239052
1254.759991	1254.759991
1268.084275	1268.084275
1280.951109	1280.951109
1297.398001	1297.398001
1316.418079	1316.418079
1332.230196	1332.230196
1345.907091	1345.907091
1362.415	1362.415
1376.377064	1376.377064
1386.163509	1386.163509
1394.134376	1394.134376
1393.020205	1393.020205
1387.067452	1387.067452
1378.794684	1378.794684
1391.715696	1391.715696
1422.062873	1422.062873
1456.11223	1456.11223
1470.049063	1470.049063
1475.098248	1475.098248
1491.483742	1491.483742
1515.644526	1515.644526
1535.375203	1535.375203
1556.823923	1556.823923
1572.503955	1572.503955
1565.201176	1565.201176
1563.558387	1563.558387
1588.577595	1588.577595
1640.29781	1640.29781
1693.086398	1693.086398
1716.358029	1716.358029
1713.353181	1713.353181
1740.306894	1740.306894
1789.034444	1789.034444
1832.249047	1832.249047
1862.206594	1862.206594
1890.288314	1890.288314
1923.155222	1923.155222
1966.565532	1966.565532
2026.995328	2026.995328
2094.567804	2094.567804
2150.164261	2150.164261
2187.803272	2187.803272
2217.918958	2217.918958
2246.699566	2246.699566
2281.513553	2281.513553
2322.636521	2322.636521
2364.022259	2364.022259
2398.248738	2398.248738
2402.062767	2402.062767
2392.147665	2392.147665
2368.822469	2368.822469
2344.698136	2344.698136
2340.5496	2340.5496
2368.087458	2368.087458
2393.540978	2393.540978
2394.913287	2394.913287
2375.084871	2375.084871
2341.578725	2341.578725
2305.92296	2305.92296
2275.176582	2275.176582
2257.959351	2257.959351
2261.271425	2261.271425
2286.861281	2286.861281
2309.134647	2309.134647
2318.337686	2318.337686
2305.080328	2305.080328
2255.809997	2255.809997
2203.938362	2203.938362
2219.757445	2219.757445
2263.578301	2263.578301
2293.812967	2293.812967
2301.660531	2301.660531
2293.380158	2293.380158
2274.75869	2274.75869
2251.562597	2251.562597
2226.476452	2226.476452
2214.191941	2214.191941
2236.218849	2236.218849
2274.197626	2274.197626
2284.860276	2284.860276
2261.442998	2261.442998
2213.604883	2213.604883
2163.338321	2163.338321
2107.031129	2107.031129
2074.465333	2074.465333
2065.131986	2065.131986
2072.149168	2072.149168
2070.198736	2070.198736
2062.649652	2062.649652
2044.206538	2044.206538
2021.260843	2021.260843
2004.178686	2004.178686
1996.30788	1996.30788
1995.070696	1995.070696
1999.777863	1999.777863
2007.502614	2007.502614
2005.556828	2005.556828
1990.162424	1990.162424
1964.954114	1964.954114
1932.138505	1932.138505
1902.01578	1902.01578
1874.134474	1874.134474
1839.148695	1839.148695
1795.844754	1795.844754
1764.214867	1764.214867
1745.859353	1745.859353
1731.580633	1731.580633
1719.706082	1719.706082
1699.984141	1699.984141
